reg|fecha|Sexo|Edad|entra|codcol|colegio|Inicial|Primaria|Secundaria|directiva|p5_1|depto|muni1|muni2|muni3|muni4|muni5|muni0|p7_1|p7_2|p7_3|p7_4|p7_5|p7_6|p7_7|p7_8|p7_9|p7_10|p7_11|p7_12|p7_13|p7_14|p7_15|p8_1|p8_2|p8_3|p8_4|p8_5|p8_6|p9_1|p9_2|p9_3|p9_4|p9_5|p10_1|p10_2|p10_3|p10_4|p10_5|p10_6|p10_7|p10_8|p10_9|p10_10|p10_11|p10_12|p10_13|p11_1|p11_2|p11_3|p11_4|p11_5|p11_6|p11_7|p11_8|p12_1|p12_2|p12_3|p13_1|p13_2|p13_3|p13_4|p13_5|p14|p15_1|p15_2|p15_3|p15_4|p15_5|p15_6|p15_7|p15_8|p15_9|p16_1|p16_2|p16_3|p16_4|p16_5|p16_6|p16_7|p16_8|p16_9|p17|p18_1|p18_2|p18_3|p18_4|p18_5|p18_6|p18_7|p18_8|p18_9|p18_10|p18_11|p19|p20|P14_1|P14_2|P14_3|P14_4|P14_5|P17_1|P17_2|P17_3|P19_1|P19_2|P19_3|P20_1|donante|cono1|cono1_a|cono1_b|rp15_3|rp15_6|rp15_7|rp15_8|rp15_9|acti1|acti1_a|rp16_1|rp16_2|rp16_3|rp16_4|rp16_5|rp16_6|rp16_7|rp16_8|rp16_9|rp18_1|rp18_2|rp18_3|rp18_4|rp18_5|rp18_6|rp18_7|rp18_8|rp18_9|rp18_10|rp18_11|practi1|practi1_a|practi1_b|ESTADO CAP
46|9-Jun-21|Mujer|43|1|Dr Antonio Vaca Diez Secundaria|Doctor Antonio Vaca Diez|1|1|1|Presidente|1|Pando|0|0|0|90101. Cobija|0|Cobija|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|3|5|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|No|Sí|No|Sí|No|Sí|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|5|6|10|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|3|4|6|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Verdadero|#NULL!|Muy en desacuerdo|Muy en desacuerdo|Muy de acuerdo|Muy en desacuerdo|Muy en desacuerdo|Muy de acuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Siempre|Siempre|Siempre|Nunca|Siempre|Siempre|Algunas veces|Siempre|Nunca|#NULL!|Siempre|Siempre|Algunas veces|Siempre|Siempre|Algunas veces|Algunas veces|Siempre|Siempre|Siempre|Siempre|De hace conocer al director y luego a la defensoria de la niñes y adolesencia|La junta fiscalisa y denuncia a las autoridades conpetente|Señales físicas (moretones, sangrado, etc)|0|0|0|0|Acudir a las Autoridades|0|0|Denunciar en el Colegio/ Dirección|5|0|Denunciar|KOICA|24|53.333333|Medio|1|1|1|1|5|28.888889|Negativa|3|3|3|1|3|3|2|3|1|0|3|2|3|3|2|2|3|3|3|3|32|47.761194|Más o menos adecuadas|Inicial
47|9-Jun-21|Mujer|30|1|Las Piedras|Las piedras pedro herrera|0|2|0|Pdt. Junta escolar|1|Pando|0|0|0|90301. Gonzalo Moreno|0|Gonzalo Moreno|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|3|4|#NULL!|5|6|#NULL!|11|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|No|Sí|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Insultos|3|6|10|11|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|2|7|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Verdadero|Verdadero|Verdadero|Falso|Verdadero|#NULL!|De acuerdo|De acuerdo|Muy de acuerdo|Muy de acuerdo|Muy de acuerdo|De acuerdo|En desacuerdo|De acuerdo|En desacuerdo|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Nunca|#NULL!|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Investigar y denunciar|0|Señales físicas (moretones, sangrado, etc)|0|0|0|0|Denunciar al Agresor|0|0|Denunciar / Denunciar a Instancias correspondientes|7|0|NS/NR|NC Español|23|51.111111|Medio|1|2|4|2|4|68.888889|Positiva|3|3|3|3|3|3|3|3|1|0|3|3|3|3|3|3|3|3|3|3|25|37.313433|Poco adecuadas|Inicial
48|9-Jun-21|Hombre|37|1|Álvaro García  Linera|ALVARO GARCIA LINERA|1|1|0|Stria. Actas|3|Cochabamba|0|30904. Vinto|0|0|0|Vinto|Responsabilidades con las hijas e hijos|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|9|#NULL!|10|11|12|#NULL!|#NULL!|Maestro o Maestra|2|3|4|6|7|8|#NULL!|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|En desacuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy en desacuerdo|En desacuerdo|Muy en desacuerdo|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Algunas veces|Siempre|Siempre|#NULL!|Algunas veces|Algunas veces|Siempre|Nunca|Algunas veces|Siempre|Siempre|Algunas veces|Algunas veces|Siempre|Nunca|Informar al director, investigar el suceso y llamada de atencion dependiendo a la agresion y si es de violencia fisica y sexual dar parte a la defensoria de la niñez y adolescencia|0|Miedo|9|10|13|0|Denunciar DNA|0|0|Denunciar en el Colegio/ Dirección|7|0|NS/NR|F Globales|38|84.444444|Muy alto|4|5|5|4|5|95.555556|Altamente positiva|3|3|3|3|3|3|2|3|3|0|2|3|1|2|3|3|2|2|3|1|33|49.253731|Más o menos adecuadas|Inicial
49|10-Jun-21|Mujer|58|1|Candelaria|Unidad educativa Candelaria|3|3|2|Presidente de Junta escolar|1|Pando|0|0|0|90301. Gonzalo Moreno|0|Gonzalo Moreno|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|2|3|4|#NULL!|5|6|#NULL!|7|8|9|10|11|12|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|5|6|8|9|#NULL!|10|11|12|#NULL!|#NULL!|Maestro o Maestra|3|4|5|6|7|8|#NULL!|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|De acuerdo|Muy de acuerdo|Muy de acuerdo|Muy de acuerdo|Muy de acuerdo|Muy de acuerdo|De acuerdo|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|#NULL!|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Denunciar de inmediato|Llamado a un taller de  prevención de el cuidado de la violencia una ves al mes con todos el concejo educativo y padres|Cambio actitud/ humor|0|0|0|0|Acudir a las Autoridades|0|0|Denunciar / Denunciar a Instancias correspondientes|0|0|Talleres sobre Bulling/ violencia|NC Español|35|77.777778|Alto|2|1|1|1|2|60|Intermedia|3|3|3|3|3|3|3|3|3|0|3|3|3|3|3|3|3|3|3|3|23|34.328358|Poco adecuadas|Inicial
50|10-Jun-21|Hombre|38|1|Álvaro García  Linera|Alvaro Garcia Linera|3|3|3|Presidenta|1|Cochabamba|0|30904. Vinto|0|0|0|Vinto|Salud sexual y reproductiva|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Sí|No|Sí|Apodos o chistes ofensivos|2|3|5|6|9|#NULL!|11|12|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|2|3|4|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Falso|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|En desacuerdo|Muy de acuerdo|Muy de acuerdo|En desacuerdo|Muy en desacuerdo|En desacuerdo|De acuerdo|Siempre|Siempre|Siempre|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|#NULL!|Algunas veces|Algunas veces|Algunas veces|Nunca|Siempre|Siempre|Siempre|Siempre|Algunas veces|Algunas veces|Algunas veces|Verificar si realmente hubo dicha agresion de ser asi se tiene que denunciar cualquier tipo de agresion a los alumnos.|Dar cursos o talleres sobre la prevencion sobre violencia Psicologica, fisica y sexual.|Miedo|0|0|0|0|Denunciar al Agresor|0|0|Denunciar / Denunciar a Instancias correspondientes|7|0|Talleres sobre Bulling/ violencia|F Globales|29|64.444444|Alto|4|4|5|4|2|86.666667|Altamente positiva|3|3|3|3|2|3|3|3|3|0|2|2|1|3|3|3|3|2|2|2|33|49.253731|Más o menos adecuadas|Inicial
51|10-Jun-21|Hombre|41|1|Martín Cárdes Hermosa|Martin Cárdenas Hermosa|0|0|1|Presidente Consejo Educativo|1|Cochabamba|0|30904. Vinto|0|0|0|Vinto|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|7|8|9|#NULL!|10|11|12|Maestro o Maestra|2|3|4|5|6|7|8|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|En desacuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy de acuerdo|Muy en desacuerdo|En desacuerdo|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|#NULL!|Algunas veces|Algunas veces|Algunas veces|Algunas veces|Siempre|Siempre|Siempre|Siempre|Algunas veces|Algunas veces|Algunas veces|Hablar con ambas partes, y pedir que no vuelva a ocurrir, o hablar con los padres.|0|Timidez/Vergonzoso|4|7|0|0|Ayudarlo / Buscar Ayuda Psicológica|0|0|Buscar dialogo/ Habla con Maestro|0|0|NS/NR|F Globales|41|91.111111|Muy alto|4|5|1|5|4|86.666667|Altamente positiva|3|3|3|3|3|3|3|3|3|0|2|2|2|3|3|3|3|2|2|2|29|43.283582|Más o menos adecuadas|Inicial
52|10-Jun-21|Hombre|33|1|Mariano Baptista|Mariano Baptista|0|1|1|Presidenta junta escolar|1|Pando|0|0|0|90101. Cobija|0|Cobija|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|3|4|#NULL!|5|6|#NULL!|11|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|7|8|9|#NULL!|10|11|12|Maestro o Maestra|2|3|4|6|8|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Falso|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy en desacuerdo|Muy en desacuerdo|Muy en desacuerdo|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Nunca|Siempre|Siempre|#NULL!|Algunas veces|Siempre|Algunas veces|Siempre|Siempre|Siempre|Algunas veces|Siempre|Algunas veces|Algunas veces|Siempre|Hacer conocer a la directora|0|Timidez/Vergonzoso|0|0|0|0|Denunciar al Agresor|0|0|Denunciar en el Colegio/ Dirección|0|0|NS/NR|KOICA|38|84.444444|Muy alto|5|5|5|5|5|100|Altamente positiva|3|2|3|3|3|3|1|3|3|0|3|2|3|3|3|2|3|2|2|3|30|44.776119|Más o menos adecuadas|Inicial
53|10-Jun-21|Hombre|54|1|Madre Nazaria|U.E.Madre Nazaria|1|1|2|Presidenta|1|Pando|0|0|0|90101. Cobija|0|Cobija|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|3|6|#NULL!|9|11|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|No|No|No|Sí|Sí|Sí|Sí|Sí|Sí|No|Apodos o chistes ofensivos|9|#NULL!|10|11|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|2|3|4|5|7|#NULL!|#NULL!|Sí|No|Sí|Verdadero|Verdadero|Falso|Falso|Falso|#NULL!|Muy de acuerdo|De acuerdo|Más o menos de acuerdo|Muy de acuerdo|De acuerdo|Muy de acuerdo|Más o menos de acuerdo|Más o menos de acuerdo|Más o menos de acuerdo|Siempre|Algunas veces|Siempre|Nunca|Siempre|Siempre|Siempre|Siempre|Nunca|#NULL!|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Primeramente conversar con el director (a) acerca de la actitud del maestro (a) para qué e? ó ella tome cartas en el asunto|0|Timidez/Vergonzoso|3|17|0|0|Acudir a las Autoridades|12|0|Denunciar en el Colegio/ Dirección|0|0|NS/NR|NC Español|23|51.111111|Medio|3|1|3|3|3|68.888889|Positiva|3|2|3|1|3|3|3|3|1|0|3|3|3|3|3|3|3|3|3|3|28|41.791045|Más o menos adecuadas|Inicial
54|10-Jun-21|Mujer|58|1|Piniel|Fundación institución educativa Peniel.|2|1|1|Presidente de la junta de padres de familia.|1|Santa Cruz|0|0|0|0|70101. Santa Cruz de la Sierra|Santa Cruz de la Sierra|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|2|4|#NULL!|5|6|#NULL!|7|10|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|8|9|#NULL!|10|11|12|#NULL!|Maestro o Maestra|2|3|4|5|6|7|8|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|Más o menos de acuerdo|Muy de acuerdo|Muy de acuerdo|Más o menos de acuerdo|Más o menos de acuerdo|Más o menos de acuerdo|Muy de acuerdo|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|#NULL!|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Llamar a reunión de padres de familia en la que esté presente el director o directora para hacerle conocer el problema y en ella buscar la forma de solucionar el problema.|Como junta escolar nosotros aconsejamos crear grupos de WhatsApp para todos los cursos y así mantenernos en contacto para todo tipo de situación que ocurra durante todo el año escolar, no solo para la prevención de violencia.|Timidez/Vergonzoso|3|5|12|0|Averiguar/denunciar en el Colegio|5|0|Buscar dialogo/ Habla con Maestro|2|0|Crear grupos de WA|NC Canada|41|91.111111|Muy alto|3|3|3|3|1|73.333333|Positiva|3|3|3|3|3|3|3|3|3|0|3|3|3|3|3|3|3|3|3|3|25|37.313433|Poco adecuadas|Inicial
55|10-Jun-21|Mujer|31|1|CENETROP Secundaria (Indirecto Visión Mundial)|U.E. CENETROP|1|0|0|Presidente|1|Santa Cruz|0|0|0|0|70101. Santa Cruz de la Sierra|Santa Cruz de la Sierra|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|No|No|No|Sí|No|No|Sí|No|Sí|No|Sí|Insultos|3|5|6|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|No|No|Verdadero|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy en desacuerdo|De acuerdo|Más o menos de acuerdo|Siempre|Nunca|Algunas veces|Siempre|Siempre|Siempre|Algunas veces|Siempre|Nunca|#NULL!|Algunas veces|Nunca|Algunas veces|Nunca|Algunas veces|Siempre|Siempre|Siempre|Siempre|Algunas veces|Algunas veces|coordinar con la directora de la unidad las medidas a tomar contra el maestro|0|Cambio actitud/ humor|17|0|0|0|Acudir a las Autoridades|0|0|Buscar dialogo/ Habla con Maestro|2|0|NS/NR|F Globales|16|35.555556|Bajo|5|5|5|2|3|88.888889|Altamente positiva|3|1|2|3|3|3|2|3|1|0|1|2|1|2|3|3|3|3|2|2|38|56.716418|Más o menos adecuadas|Inicial
56|10-Jun-21|Mujer|42|1|Mariscal Sucre|Mariscal Sucre|0|1|1|Presidente|1|Pando|0|0|0|90101. Cobija|0|Cobija|Derechos de las niñas, niños adolescentes|#NULL!|7|8|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|No|No|Sí|No|Sí|Sí|Sí|Sí|Sí|Sí|Insultos|5|6|7|10|11|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|3|4|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Verdadero|#NULL!|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy de acuerdo|De acuerdo|En desacuerdo|Muy de acuerdo|Más o menos de acuerdo|Muy de acuerdo|Algunas veces|Siempre|Siempre|Siempre|Algunas veces|Algunas veces|Nunca|Algunas veces|Siempre|#NULL!|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|deve envestigar|aser talleres de capacitaciones|Señales físicas (moretones, sangrado, etc)|0|0|0|0|Denunciar al Agresor|0|0|Analizar el tema / Investigar|0|0|Talleres sobre Bulling/ violencia|NC Español|24|53.333333|Medio|5|4|1|3|1|73.333333|Positiva|2|3|3|3|2|2|1|2|3|0|3|3|3|3|3|3|3|3|3|3|29|43.283582|Más o menos adecuadas|Inicial
58|12-Jun-21|Hombre|44|1|9 de Marzo|9 de marzo|0|0|1|Madre de familia|96|Cochabamba|0|30101. Cochabamba (Cercado)|0|0|0|Cochabamba|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|11|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|No|No|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|5|6|7|9|#NULL!|11|12|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|2|3|4|6|8|#NULL!|#NULL!|Sí|Sí|No|Falso|Falso|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|En desacuerdo|Muy de acuerdo|De acuerdo|En desacuerdo|En desacuerdo|En desacuerdo|Más o menos de acuerdo|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|#NULL!|Algunas veces|Nunca|Nunca|Nunca|Nunca|Algunas veces|Nunca|Algunas veces|Nunca|Nunca|Nunca|Dar parte a Direccion|0|Timidez/Vergonzoso|0|0|0|0|Justicia por mano propia/ Venganza|0|0|Denunciar en el Colegio/ Dirección|0|0|NS/NR|Canada|30|66.666667|Alto|4|4|4|4|3|84.444444|Altamente positiva|3|3|3|3|3|3|3|3|3|0|1|1|1|1|2|1|2|1|1|1|41|61.19403|Adecuadas|Inicial
59|12-Jun-21|Hombre|30|1|Eduardo Abaroa|Eduardo Abaroa|1|2|1|Secretaria de Hacienda|4|Cochabamba|0|31205. Puerto Villarroel|0|0|0|Puerto Villarroel|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|3|6|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|7|8|9|#NULL!|10|11|12|Maestro o Maestra|3|4|5|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|No|Verdadero|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|En desacuerdo|Muy de acuerdo|Muy de acuerdo|En desacuerdo|En desacuerdo|En desacuerdo|En desacuerdo|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Algunas veces|Siempre|Siempre|#NULL!|Siempre|Siempre|Siempre|Algunas veces|Siempre|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Denunciarlo en la direccion y luego a la defensoria de la niñes|Socializar y dar charlas con personas capacitadas para los jovenes y niños sobre la violencia  y maltrato|Aleja de grupo /aisla|4|9|0|0|Denunciar al Agresor|10|0|Denunciar en el Colegio/ Dirección|5|0|Talleres sobre Bulling/ violencia|KOICA|35|77.777778|Alto|4|4|4|4|4|88.888889|Altamente positiva|3|3|3|3|3|3|2|3|3|0|3|3|2|3|3|2|3|3|3|3|28|41.791045|Más o menos adecuadas|Inicial
60|13-Jun-21|Mujer|50|1|Elizardo Pérez|Elizardo Peres|0|0|1|Precidente de concejo educativo Elizardo Peres|1|Cochabamba|0|30101. Cochabamba (Cercado)|0|0|0|Cochabamba|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|No|No|Sí|Sí|No|No|Sí|Sí|Sí|No|Burlas|9|#NULL!|11|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Madres y Padres|7|8|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|Más o menos de acuerdo|Muy de acuerdo|Muy de acuerdo|Más o menos de acuerdo|Más o menos de acuerdo|Más o menos de acuerdo|De acuerdo|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Algunas veces|Algunas veces|Siempre|#NULL!|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Denunciar|Se revisa el reglamento|Miedo|5|8|0|0|Averiguar/denunciar en el Colegio|5|10|Denunciar / Denunciar a Instancias correspondientes|0|0|N/A|F Globales|23|51.111111|Medio|3|3|3|3|2|75.555556|Positiva|2|3|3|3|3|3|2|2|3|0|3|3|3|3|3|3|3|3|3|3|27|40.298507|Más o menos adecuadas|Inicial
61|17-Jun-21|Mujer|46|1|San Vicente de Paul|SAN VICENTE DE PAUL|1|1|1|Presidente|1|Cochabamba|0|30101. Cochabamba (Cercado)|0|0|0|Cochabamba|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|2|11|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|No|Sí|No|Sí|No|No|Sí|Sí|Sí|Sí|Amenazas|6|9|#NULL!|10|11|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Director/a|4|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Falso|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|De acuerdo|En desacuerdo|Muy de acuerdo|De acuerdo|En desacuerdo|En desacuerdo|En desacuerdo|Muy en desacuerdo|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Algunas veces|Siempre|Siempre|#NULL!|Nunca|Algunas veces|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Algunas veces|Algunas veces|Algunas veces|Inmediatamente hacer conocer a Direccion y coordinar una reunion de emergencia|0|N/A|0|0|0|0|Acudir a las Autoridades|9|0|Denunciar en el Colegio/ Dirección|0|0|NS/NR|F Globales|24|53.333333|Medio|4|4|4|4|5|86.666667|Altamente positiva|3|3|3|3|3|3|2|3|3|0|2|3|2|3|3|3|3|2|2|2|31|46.268657|Más o menos adecuadas|Inicial
62|18-Jun-21|Mujer|37|1|Villa Nueva|Nucleu escolar villanueva|0|2|0|Secretario de actas|3|Cochabamba|0|31205. Puerto Villarroel|0|0|0|Puerto Villarroel|Derechos de las niñas, niños adolescentes|#NULL!|7|9|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|No|Sí|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Insultos|3|6|11|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|2|3|4|5|6|8|#NULL!|Sí|Sí|Sí|Verdadero|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|Más o menos de acuerdo|De acuerdo|De acuerdo|En desacuerdo|Muy de acuerdo|En desacuerdo|De acuerdo|Algunas veces|Siempre|Siempre|Algunas veces|Algunas veces|Siempre|Nunca|Algunas veces|Siempre|#NULL!|Algunas veces|Siempre|Siempre|Siempre|Siempre|Algunas veces|Algunas veces|Algunas veces|Algunas veces|Algunas veces|Algunas veces|Recorrer a instancias que correspondan|Charlas hacerca de como prevenir la violencia|Cambio actitud/ humor|0|0|0|0|Acudir a las Autoridades|0|0|Denunciar / Denunciar a Instancias correspondientes|0|0|Talleres sobre Bulling/ violencia|NC Español|28|62.222222|Alto|3|4|1|4|2|71.111111|Positiva|2|3|3|2|2|3|1|2|3|0|3|3|3|3|2|2|2|2|2|2|36|53.731343|Más o menos adecuadas|Inicial
